# Depth (um), Electronic Energy Loss (keV/nm), Nuclear Energy Loss (keV/nm), Total Energy Loss (keV/nm), Normalized Electronic Energy Loss (keV/nm), Normalized Nuclear Energy Loss (keV/nm), Normalized Total Energy Loss (keV/nm)
0.000000000000000000e+00 4.057649119999999954e+01 7.917641200000000157e-02 4.065566761200000201e+01 4.057649119999999954e+01 7.917641200000000157e-02 4.065566761200000201e+01
1.130000000000002558e+00 4.051969319999999897e+01 8.252749400000000679e-02 4.060222069399999612e+01 4.051969319999999897e+01 8.252749400000000679e-02 4.060222069399999612e+01
3.600000000000001421e+00 4.031522040000000828e+01 9.116079000000000543e-02 4.040638119000001183e+01 4.031522040000000828e+01 9.116079000000000543e-02 4.040638119000001183e+01
6.080000000000001847e+00 3.999715160000000225e+01 1.020092080000000179e-01 4.009916080800000060e+01 3.999715160000000225e+01 1.020092080000000179e-01 4.009916080800000060e+01
7.330000000000001847e+00 3.978131920000000576e+01 1.085409779999999963e-01 3.988986017800000639e+01 3.978131920000000576e+01 1.085409779999999963e-01 3.988986017800000639e+01
8.589999999999999858e+00 3.951436859999999740e+01 1.160383140000000174e-01 3.963040691399999815e+01 3.951436859999999740e+01 1.160383140000000174e-01 3.963040691399999815e+01
9.859999999999999432e+00 3.918494019999999978e+01 1.247284079999999989e-01 3.930966860800000262e+01 3.918494019999999978e+01 1.247284079999999989e-01 3.930966860800000262e+01
1.113000000000000256e+01 3.877599459999999709e+01 1.350088460000000157e-01 3.891100344599999517e+01 3.877599459999999709e+01 1.350088460000000157e-01 3.891100344599999517e+01
1.242000000000000171e+01 3.831593079999999674e+01 1.473340120000000419e-01 3.846326481199999847e+01 3.831593079999999674e+01 1.473340120000000419e-01 3.846326481199999847e+01
1.374000000000000199e+01 3.742988200000000631e+01 1.623286840000000009e-01 3.759221068400000831e+01 3.742988200000000631e+01 1.623286840000000009e-01 3.759221068400000831e+01
